Replicate,File Name,Molecule List,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Isotope Label Type,Best Retention Time,Acquired Time,Molecule Note,Max Height,Total Area
INR_1000_A,6495c_CE_pos_INR_1000A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.45,5/1/2024 21:09,DETECTED. RT confirmed at 6.4,59126,226888
INR_1000_B,6495c_CE_pos_INR_1000B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.48,5/1/2024 18:53,DETECTED. RT confirmed at 6.4,44717,194569
INR_1000_C,6495c_CE_pos_INR_1000C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 2:16,DETECTED. RT confirmed at 6.4,60380,237450
wakeup_01,6495c_CE_pos_wakeup_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.93,5/1/2024 8:41,DETECTED. RT confirmed 6.7,463,2710
cleanup_01,6495c_CE_pos_cleanup_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.86,5/2/2024 3:24,DETECTED. RT confirmed 6.7,454,2253
PQC_01,6495c_CE_pos_PQC_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.61,5/1/2024 13:47,DETECTED. RT confirmed 6.7,5115,40757
PQC_02,6495c_CE_pos_PQC_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.7,5/1/2024 14:04,DETECTED. RT confirmed 6.7,4451,33040
PQC_03,6495c_CE_pos_PQC_03.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.61,5/1/2024 14:21,DETECTED. RT confirmed 6.7,5167,42300
PQC_04,6495c_CE_pos_PQC_04.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.61,5/1/2024 14:38,DETECTED. RT confirmed 6.7,5473,39618
PQC_05,6495c_CE_pos_PQC_05.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.72,5/1/2024 16:37,DETECTED. RT confirmed 6.7,4649,39729
PQC_06,6495c_CE_pos_PQC_06.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.69,5/1/2024 18:36,DETECTED. RT confirmed 6.7,3667,21789
PQC_07,6495c_CE_pos_PQC_07.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.65,5/1/2024 20:35,DETECTED. RT confirmed 6.7,3659,17376
PQC_08,6495c_CE_pos_PQC_08.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/1/2024 22:35,DETECTED. RT confirmed 6.7,4197,22983
PQC_09,6495c_CE_pos_PQC_09.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/2/2024 0:34,DETECTED. RT confirmed 6.7,3985,16996
PQC_10,6495c_CE_pos_PQC_10.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/2/2024 2:33,DETECTED. RT confirmed 6.7,3569,16518
mb_A_01,6495c_CE_pos_mb_A_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.73,5/1/2024 13:13,DETECTED. RT confirmed 6.7,2857,19923
mb_A_02,6495c_CE_pos_mb_A_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.63,5/2/2024 2:50,DETECTED. RT confirmed 6.7,3094,16095
mb_B_01,6495c_CE_pos_mb_B_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.71,5/1/2024 13:30,DETECTED. RT confirmed 6.7,2199,12839
mb_B_02,6495c_CE_pos_mb_B_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.65,5/2/2024 3:07,DETECTED. RT confirmed 6.7,2256,12720
sb_00,6495c_CE_pos_sb_00.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.94,5/1/2024 8:58,DETECTED. RT confirmed 6.7,690,4606
sb_01,6495c_CE_pos_sb_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.89,5/1/2024 10:06,DETECTED. RT confirmed 6.7,765,3899
sb_02,6495c_CE_pos_sb_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.94,5/1/2024 12:56,DETECTED. RT confirmed 6.7,602,1151
WT_0_A,6495c_CE_pos_WT_0A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/2/2024 1:42,DETECTED. RT confirmed 6.7,6273,29171
WT_0_B,6495c_CE_pos_WT_0B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.72,5/1/2024 16:20,DETECTED. RT confirmed 6.7,7239,61904
WT_0_C,6495c_CE_pos_WT_0C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.7,5/1/2024 16:54,DETECTED. RT confirmed 6.7,8002,65385
WT_10_A,6495c_CE_pos_WT_10A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/1/2024 22:18,DETECTED. RT confirmed 6.7,4735,21550
WT_10_B,6495c_CE_pos_WT_10B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.72,5/1/2024 16:03,DETECTED. RT confirmed 6.7,3934,31298
WT_10_C,6495c_CE_pos_WT_10C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.6,5/1/2024 17:45,DETECTED. RT confirmed 6.7,4069,24018
WT_100_A,6495c_CE_pos_WT_100A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.67,5/1/2024 20:52,DETECTED. RT confirmed 6.7,4852,26108
WT_100_B,6495c_CE_pos_WT_100B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.61,5/1/2024 15:29,DETECTED. RT confirmed 6.7,5133,35509
WT_100_C,6495c_CE_pos_WT_100C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.66,5/2/2024 0:00,DETECTED. RT confirmed 6.7,3849,20061
WT_1000_A,6495c_CE_pos_WT_1000A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/1/2024 21:26,DETECTED. RT confirmed 6.7,4609,20355
WT_1000_B,6495c_CE_pos_WT_1000B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.71,5/1/2024 17:28,DETECTED. RT confirmed 6.7,4331,30346
WT_1000_C,6495c_CE_pos_WT_1000C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.65,5/1/2024 20:18,DETECTED. RT confirmed 6.7,3881,19247
IN_0_A,6495c_CE_pos_IN_0A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.66,5/1/2024 19:44,DETECTED. RT confirmed 6.7,4976,33586
IN_0_B,6495c_CE_pos_IN_0B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/2/2024 1:25,DETECTED. RT confirmed 6.7,4416,22769
IN_0_C,6495c_CE_pos_IN_0C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.71,5/1/2024 18:02,DETECTED. RT confirmed 6.7,5517,44213
IN_10_A,6495c_CE_pos_IN_10A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.63,5/1/2024 23:26,DETECTED. RT confirmed 6.7,3724,16723
IN_10_B,6495c_CE_pos_IN_10B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.61,5/1/2024 15:12,DETECTED. RT confirmed 6.7,5879,41400
IN_10_C,6495c_CE_pos_IN_10C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.66,5/1/2024 19:27,DETECTED. RT confirmed 6.7,3897,26910
IN_100_A,6495c_CE_pos_IN_100A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.65,5/2/2024 1:08,DETECTED. RT confirmed 6.7,3311,15214
IN_100_B,6495c_CE_pos_IN_100B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.66,5/1/2024 19:10,DETECTED. RT confirmed 6.7,3110,14539
IN_100_C,6495c_CE_pos_IN_100C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.65,5/1/2024 20:02,DETECTED. RT confirmed 6.7,3756,20761
IN_1000_A,6495c_CE_pos_IN_1000A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/2/2024 0:51,DETECTED. RT confirmed 6.7,2744,16648
IN_1000_B,6495c_CE_pos_IN_1000B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.61,5/1/2024 14:55,DETECTED. RT confirmed 6.7,3518,26026
IN_1000_C,6495c_CE_pos_IN_1000C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/1/2024 23:09,DETECTED. RT confirmed 6.7,3477,19219
INR_0_A,6495c_CE_pos_INR_0A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.66,5/2/2024 0:17,DETECTED. RT confirmed 6.7,4237,25854
INR_0_B,6495c_CE_pos_INR_0B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.63,5/1/2024 23:43,DETECTED. RT confirmed 6.7,3687,19534
INR_0_C,6495c_CE_pos_INR_0C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.71,5/1/2024 15:46,DETECTED. RT confirmed 6.7,4827,40788
INR_10_A,6495c_CE_pos_INR_10A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/1/2024 22:52,DETECTED. RT confirmed 6.7,3941,21837
INR_10_B,6495c_CE_pos_INR_10B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.65,5/1/2024 22:00,DETECTED. RT confirmed 6.7,3287,15393
INR_10_C,6495c_CE_pos_INR_10C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.7,5/1/2024 18:19,DETECTED. RT confirmed 6.7,3638,23849
INR_100_A,6495c_CE_pos_INR_100A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.66,5/1/2024 21:43,DETECTED. RT confirmed 6.7,3465,16718
INR_100_B,6495c_CE_pos_INR_100B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.6,5/1/2024 17:11,DETECTED. RT confirmed 6.7,3760,29368
INR_100_C,6495c_CE_pos_INR_100C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.62,5/2/2024 1:59,DETECTED. RT confirmed 6.7,4621,21801
INR_1000_A,6495c_CE_pos_INR_1000A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/1/2024 21:09,DETECTED. RT confirmed 6.7,3644,20045
INR_1000_B,6495c_CE_pos_INR_1000B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.67,5/1/2024 18:53,DETECTED. RT confirmed 6.7,3796,25004
INR_1000_C,6495c_CE_pos_INR_1000C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) trans-11-Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.64,5/2/2024 2:16,DETECTED. RT confirmed 6.7,4220,19529
wakeup_01,6495c_CE_pos_wakeup_01.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.72,5/1/2024 8:41,DETECTED. RT confirmed at 5.9,482,6336
cleanup_01,6495c_CE_pos_cleanup_01.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.88,5/2/2024 3:24,DETECTED. RT confirmed at 5.9,0,0
PQC_01,6495c_CE_pos_PQC_01.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 13:47,DETECTED. RT confirmed at 5.9,8984,72962
PQC_02,6495c_CE_pos_PQC_02.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.84,5/1/2024 14:04,DETECTED. RT confirmed at 5.9,9640,73989
PQC_03,6495c_CE_pos_PQC_03.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.86,5/1/2024 14:21,DETECTED. RT confirmed at 5.9,9320,71865
PQC_04,6495c_CE_pos_PQC_04.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.86,5/1/2024 14:38,DETECTED. RT confirmed at 5.9,8785,66629
PQC_05,6495c_CE_pos_PQC_05.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 16:37,DETECTED. RT confirmed at 5.9,8398,65126
PQC_06,6495c_CE_pos_PQC_06.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.8,5/1/2024 18:36,DETECTED. RT confirmed at 5.9,7756,61864
PQC_07,6495c_CE_pos_PQC_07.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.79,5/1/2024 20:35,DETECTED. RT confirmed at 5.9,7688,58117
PQC_08,6495c_CE_pos_PQC_08.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.76,5/1/2024 22:35,DETECTED. RT confirmed at 5.9,7491,57191
PQC_09,6495c_CE_pos_PQC_09.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 0:34,DETECTED. RT confirmed at 5.9,7126,54463
PQC_10,6495c_CE_pos_PQC_10.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 2:33,DETECTED. RT confirmed at 5.9,6711,52535
mb_A_01,6495c_CE_pos_mb_A_01.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.93,5/1/2024 13:13,DETECTED. RT confirmed at 5.9,1151,11993
mb_A_02,6495c_CE_pos_mb_A_02.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.81,5/2/2024 2:50,DETECTED. RT confirmed at 5.9,1441,12151
mb_B_01,6495c_CE_pos_mb_B_01.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.91,5/1/2024 13:30,DETECTED. RT confirmed at 5.9,1304,11375
mb_B_02,6495c_CE_pos_mb_B_02.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.79,5/2/2024 3:07,DETECTED. RT confirmed at 5.9,946,9590
sb_00,6495c_CE_pos_sb_00.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.95,5/1/2024 8:58,DETECTED. RT confirmed at 5.9,332,181
sb_01,6495c_CE_pos_sb_01.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.82,5/1/2024 10:06,DETECTED. RT confirmed at 5.9,304,119
sb_02,6495c_CE_pos_sb_02.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.88,5/1/2024 12:56,DETECTED. RT confirmed at 5.9,0,0
WT_0_A,6495c_CE_pos_WT_0A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.76,5/2/2024 1:42,DETECTED. RT confirmed at 5.9,12984,98184
WT_0_B,6495c_CE_pos_WT_0B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 16:20,DETECTED. RT confirmed at 5.9,14671,107427
WT_0_C,6495c_CE_pos_WT_0C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.84,5/1/2024 16:54,DETECTED. RT confirmed at 5.9,16989,123606
WT_10_A,6495c_CE_pos_WT_10A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.75,5/1/2024 22:18,DETECTED. RT confirmed at 5.9,13835,100479
WT_10_B,6495c_CE_pos_WT_10B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 16:03,DETECTED. RT confirmed at 5.9,8165,66773
WT_10_C,6495c_CE_pos_WT_10C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.84,5/1/2024 17:45,DETECTED. RT confirmed at 5.9,10206,72820
WT_100_A,6495c_CE_pos_WT_100A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.78,5/1/2024 20:52,DETECTED. RT confirmed at 5.9,15077,110080
WT_100_B,6495c_CE_pos_WT_100B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 15:29,DETECTED. RT confirmed at 5.9,9802,80731
WT_100_C,6495c_CE_pos_WT_100C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 0:00,DETECTED. RT confirmed at 5.9,12343,86743
WT_1000_A,6495c_CE_pos_WT_1000A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/1/2024 21:26,DETECTED. RT confirmed at 5.9,11495,83249
WT_1000_B,6495c_CE_pos_WT_1000B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.84,5/1/2024 17:28,DETECTED. RT confirmed at 5.9,11759,87064
WT_1000_C,6495c_CE_pos_WT_1000C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/1/2024 20:18,DETECTED. RT confirmed at 5.9,9826,75118
IN_0_A,6495c_CE_pos_IN_0A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.81,5/1/2024 19:44,DETECTED. RT confirmed at 5.9,6713,55953
IN_0_B,6495c_CE_pos_IN_0B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 1:25,DETECTED. RT confirmed at 5.9,7948,63865
IN_0_C,6495c_CE_pos_IN_0C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 18:02,DETECTED. RT confirmed at 5.9,7479,62025
IN_10_A,6495c_CE_pos_IN_10A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.76,5/1/2024 23:26,DETECTED. RT confirmed at 5.9,5542,49750
IN_10_B,6495c_CE_pos_IN_10B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.85,5/1/2024 15:12,DETECTED. RT confirmed at 5.9,9835,73546
IN_10_C,6495c_CE_pos_IN_10C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.8,5/1/2024 19:27,DETECTED. RT confirmed at 5.9,7838,62830
IN_100_A,6495c_CE_pos_IN_100A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 1:08,DETECTED. RT confirmed at 5.9,4636,41534
IN_100_B,6495c_CE_pos_IN_100B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/1/2024 19:10,DETECTED. RT confirmed at 5.9,3407,32272
IN_100_C,6495c_CE_pos_IN_100C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.79,5/1/2024 20:02,DETECTED. RT confirmed at 5.9,5588,46593
IN_1000_A,6495c_CE_pos_IN_1000A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 0:51,DETECTED. RT confirmed at 5.9,3380,31983
IN_1000_B,6495c_CE_pos_IN_1000B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.86,5/1/2024 14:55,DETECTED. RT confirmed at 5.9,4593,41596
IN_1000_C,6495c_CE_pos_IN_1000C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.76,5/1/2024 23:09,DETECTED. RT confirmed at 5.9,3861,36719
INR_0_A,6495c_CE_pos_INR_0A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.78,5/2/2024 0:17,DETECTED. RT confirmed at 5.9,5546,46320
INR_0_B,6495c_CE_pos_INR_0B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.75,5/1/2024 23:43,DETECTED. RT confirmed at 5.9,4304,36400
INR_0_C,6495c_CE_pos_INR_0C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.84,5/1/2024 15:46,DETECTED. RT confirmed at 5.9,7218,61216
INR_10_A,6495c_CE_pos_INR_10A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.76,5/1/2024 22:52,DETECTED. RT confirmed at 5.9,7351,53402
INR_10_B,6495c_CE_pos_INR_10B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.78,5/1/2024 22:00,DETECTED. RT confirmed at 5.9,5335,44240
INR_10_C,6495c_CE_pos_INR_10C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.83,5/1/2024 18:19,DETECTED. RT confirmed at 5.9,4777,38185
INR_100_A,6495c_CE_pos_INR_100A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.78,5/1/2024 21:43,DETECTED. RT confirmed at 5.9,5265,44897
INR_100_B,6495c_CE_pos_INR_100B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.84,5/1/2024 17:11,DETECTED. RT confirmed at 5.9,7639,59992
INR_100_C,6495c_CE_pos_INR_100C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.74,5/2/2024 1:59,DETECTED. RT confirmed at 5.9,11948,91201
INR_1000_A,6495c_CE_pos_INR_1000A.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.78,5/1/2024 21:09,DETECTED. RT confirmed at 5.9,6270,53692
INR_1000_B,6495c_CE_pos_INR_1000B.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.82,5/1/2024 18:53,DETECTED. RT confirmed at 5.9,4563,41388
